From	To	Species	Gene Name\
ENSG00000171495	133558	Homo sapiens	maestro heat like repeat family member 2B(MROH2B)\
ENSG00000135750	3775	Homo sapiens	potassium two pore domain channel subfamily K member 1(KCNK1)\
ENSG00000169174	255738	Homo sapiens	proprotein convertase subtilisin/kexin type 9(PCSK9)\
ENSG00000196776	961	Homo sapiens	CD47 molecule(CD47)\
ENSG00000170166	3233	Homo sapiens	homeobox D4(HOXD4)\
ENSG00000171497	5481	Homo sapiens	peptidylprolyl isomerase D(PPID)\
ENSG00000196778	390036	Homo sapiens	olfactory receptor family 52 subfamily K member 1(OR52K1)\
ENSG00000147724	51059	Homo sapiens	family with sequence similarity 135 member B(FAM135B)\
ENSG00000184792	23762	Homo sapiens	oxysterol binding protein 2(OSBP2)\
ENSG00000183463	646625	Homo sapiens	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase(URAD)\
ENSG00000182132	30820	Homo sapiens	potassium voltage-gated channel interacting protein 1(KCNIP1)\
ENSG00000182134	11022	Homo sapiens	tudor and KH domain containing(TDRKH)\
ENSG00000110427	25758	Homo sapiens	KIAA1549 like(KIAA1549L)\
ENSG00000108107	102465483	Homo sapiens	microRNA 6805(MIR6805)\
ENSG00000109436	23158	Homo sapiens	TBC1 domain family member 9(TBC1D9)\
ENSG00000110429	26273	Homo sapiens	F-box protein 3(FBXO3)\
ENSG00000108106	27338	Homo sapiens	ubiquitin conjugating enzyme E2 S(UBE2S)\
ENSG00000135723	29109	Homo sapiens	formin homology 2 domain containing 1(FHOD1)\
ENSG00000170175	1140	Homo sapiens	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)\
ENSG00000170178	3238	Homo sapiens	homeobox D12(HOXD12)\
ENSG00000111752	1911	Homo sapiens	polyhomeotic homolog 1(PHC1)\
ENSG00000169184	4330	Homo sapiens	MN1 proto-oncogene, transcriptional regulator(MN1)\
ENSG00000110422	10114	Homo sapiens	homeodomain interacting protein kinase 3(HIPK3)\
ENSG00000135722	55336	Homo sapiens	F-box and leucine rich repeat protein 8(FBXL8)\
ENSG00000135720	1783	Homo sapiens	dynein cytoplasmic 1 light intermediate chain 2(DYNC1LI2)\
ENSG00000169181	146395	Homo sapiens	GSG1 like(GSG1L)\
ENSG00000169180	23214	Homo sapiens	exportin 6(XPO6)\
ENSG00000182162	286530	Homo sapiens	purinergic receptor P2Y8(P2RY8)\
ENSG00000169189	197370	Homo sapiens	NSE1 homolog, SMC5-SMC6 complex component(NSMCE1)\
ENSG00000122417	57489	Homo sapiens	outer dense fiber of sperm tails 2 like(ODF2L)\
ENSG00000183495	57634	Homo sapiens	E1A binding protein p400(EP400)\
ENSG00000169188	27301	Homo sapiens	apurinic/apyrimidinic endodeoxyribonuclease 2(APEX2)\
ENSG00000183496	84206	Homo sapiens	mex-3 RNA binding family member B(MEX3B)\
ENSG00000108100	219771	Homo sapiens	cyclin Y(CCNY)\
ENSG00000182168	8633	Homo sapiens	unc-5 netrin receptor C(UNC5C)\
ENSG00000135736	92922	Homo sapiens	coiled-coil domain containing 102A(CCDC102A)\
ENSG00000170180	2993	Homo sapiens	glycophorin A (MNS blood group)(GYPA)\
ENSG00000196792	29966	Homo sapiens	striatin 3(STRN3)\
ENSG00000196793	8187	Homo sapiens	zinc finger protein 239(ZNF239)\
ENSG00000170185	84640	Homo sapiens	ubiquitin specific peptidase 38(USP38)\
ENSG00000169194	3596	Homo sapiens	interleukin 13(IL13)\
ENSG00000169193	90693	Homo sapiens	coiled-coil domain containing 126(CCDC126)\
ENSG00000013306	51629	Homo sapiens	solute carrier family 25 member 39(SLC25A39)\
ENSG00000182150	375748	Homo sapiens	ERCC excision repair 6 like 2(ERCC6L2)\
ENSG00000183484	29933	Homo sapiens	G protein-coupled receptor 132(GPR132)\
ENSG00000182154	64975	Homo sapiens	mitochondrial ribosomal protein L41(MRPL41)\
ENSG00000183486	4600	Homo sapiens	MX dynamin like GTPase 2(MX2)\
ENSG00000182156	339221	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 7(ENPP7)\
ENSG00000182158	64764	Homo sapiens	cAMP responsive element binding protein 3 like 2(CREB3L2)\
ENSG00000109424	7350	Homo sapiens	uncoupling protein 1(UCP1)\
ENSG00000122420	5737	Homo sapiens	prostaglandin F receptor(PTGFR)\
ENSG00000170190	9121	Homo sapiens	solute carrier family 16 member 5(SLC16A5)\
ENSG00000109458	2549	Homo sapiens	GRB2 associated binding protein 1(GAB1)\
ENSG00000135702	23563	Homo sapiens	carbohydrate sulfotransferase 5(CHST5)\
ENSG00000170191	140838	Homo sapiens	N-acetylneuraminic acid phosphatase(NANP)\
ENSG00000110446	51296	Homo sapiens	solute carrier family 15 member 3(SLC15A3)\
ENSG00000110448	921	Homo sapiens	CD5 molecule(CD5)\
ENSG00000110442	29099	Homo sapiens	COMM domain containing 9(COMMD9)\
ENSG00000111775	1337	Homo sapiens	cytochrome c oxidase subunit 6A1(COX6A1)\
ENSG00000182180	51021	Homo sapiens	mitochondrial ribosomal protein S16(MRPS16)\
ENSG00000123728	57826	Homo sapiens	RAP2C, member of RAS oncogene family(RAP2C)\
ENSG00000182183	348378	Homo sapiens	family with sequence similarity 159 member A(FAM159A)\
ENSG00000182185	5890	Homo sapiens	RAD51 paralog B(RAD51B)\
ENSG00000182187	1419	Homo sapiens	crystallin gamma B(CRYGB)\
ENSG00000109452	8821	Homo sapiens	inositol polyphosphate-4-phosphatase type II B(INPP4B)\
ENSG00000014641	4190	Homo sapiens	malate dehydrogenase 1(MDH1)\
ENSG00000278289	541465	Homo sapiens	cancer/testis antigen family 45 member A6(CT45A6)\
ENSG00000110435	8050	Homo sapiens	pyruvate dehydrogenase complex component X(PDHX)\
ENSG00000110436	6506	Homo sapiens	solute carrier family 1 member 2(SLC1A2)\
ENSG00000123737	5393	Homo sapiens	exosome component 9(EXOSC9)\
ENSG00000123739	81579	Homo sapiens	phospholipase A2 group XIIA(PLA2G12A)\
ENSG00000182170	386746	Homo sapiens	MAS related GPR family member G(MRGPRG)\
ENSG00000182173	283989	Homo sapiens	tRNA splicing endonuclease subunit 54(TSEN54)\
ENSG00000122406	6125	Homo sapiens	ribosomal protein L5(RPL5)\
ENSG00000182175	56963	Homo sapiens	repulsive guidance molecule family member a(RGMA)\
ENSG00000182177	401036	Homo sapiens	ankyrin repeat and SOCS box containing 18(ASB18)\
ENSG00000135709	9764	Homo sapiens	KIAA0513(KIAA0513)\
ENSG00000182179	100847079	Homo sapiens	microRNA 5193(MIR5193)\
ENSG00000278299	414060	Homo sapiens	TBC1 domain family member 3C(TBC1D3C)\
ENSG00000109445	27309	Homo sapiens	zinc finger protein 330(ZNF330)\
ENSG00000111716	3945	Homo sapiens	lactate dehydrogenase B(LDHB)\
ENSG00000111711	51026	Homo sapiens	golgi transport 1B(GOLT1B)\
ENSG00000111713	2998	Homo sapiens	glycogen synthase 2(GYS2)\
ENSG00000123700	3759	Homo sapiens	potassium voltage-gated channel subfamily J member 2(KCNJ2)\
ENSG00000111707	64426	Homo sapiens	SDS3 homolog, SIN3A corepressor complex component(SUDS3)\
ENSG00000111704	79923	Homo sapiens	Nanog homeobox(NANOG)\
ENSG00000278272	8352	Homo sapiens	histone cluster 1 H3 family member c(HIST1H3C)\
ENSG00000111700	28234	Homo sapiens	solute carrier organic anion transporter family member 1B3(SLCO1B3)\
ENSG00000111701	339	Homo sapiens	apolipoprotein B mRNA editing enzyme catalytic subunit 1(APOBEC1)\
ENSG00000266265	136259	Homo sapiens	Kruppel like factor 14(KLF14)\
ENSG00000026652	56895	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)\
ENSG00000064932	22904	Homo sapiens	strawberry notch homolog 2(SBNO2)\
ENSG00000064933	5378	Homo sapiens	PMS1 homolog 1, mismatch repair system component(PMS1)\
ENSG00000040933	3631	Homo sapiens	inositol polyphosphate-4-phosphatase type I A(INPP4A)\
ENSG00000063601	8776	Homo sapiens	myotubularin related protein 1(MTMR1)\
ENSG00000182195	23641	Homo sapiens	leucine zipper down-regulated in cancer 1(LDOC1)\
ENSG00000182196	51329	Homo sapiens	ADP ribosylation factor like GTPase 6 interacting protein 4(ARL6IP4)\
ENSG00000182197	2131	Homo sapiens	exostosin glycosyltransferase 1(EXT1)\
ENSG00000182199	6472	Homo sapiens	serine hydroxymethyltransferase 2(SHMT2)\
ENSG00000051620	23593	Homo sapiens	heme binding protein 2(HEBP2)\
ENSG00000111737	11021	Homo sapiens	RAB35, member RAS oncogene family(RAB35)\
ENSG00000111732	57379	Homo sapiens	activation induced cytidine deaminase(AICDA)\
ENSG00000111731	9847	Homo sapiens	C2 calcium dependent domain containing 5(C2CD5)\
ENSG00000110400	5818	Homo sapiens	nectin cell adhesion molecule 1(NECTIN1)\
ENSG00000111729	50856	Homo sapiens	C-type lectin domain family 4 member A(CLEC4A)\
ENSG00000039987	54831	Homo sapiens	bestrophin 2(BEST2)\
ENSG00000111726	55907	Homo sapiens	cytidine monophosphate N-acetylneuraminic acid synthetase(CMAS)\
ENSG00000111725	5564	Homo sapiens	protein kinase AMP-activated non-catalytic subunit beta 1(PRKAB1)\
ENSG00000111728	6489	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1(ST8SIA1)\
ENSG00000111727	29915	Homo sapiens	host cell factor C2(HCFC2)\
ENSG00000013364	9961	Homo sapiens	major vault protein(MVP)\
ENSG00000278259	80179	Homo sapiens	myosin XIX(MYO19)\
ENSG00000076944	6813	Homo sapiens	syntaxin binding protein 2(STXBP2)\
ENSG00000049323	4052	Homo sapiens	latent transforming growth factor beta binding protein 1(LTBP1)\
ENSG00000229292	729974	Homo sapiens	ret finger protein like 4A like 1(RFPL4AL1)\
ENSG00000242265	23089	Homo sapiens	paternally expressed 10(PEG10)\
ENSG00000064961	10362	Homo sapiens	high mobility group 20B(HMG20B)\
ENSG00000088926	2160	Homo sapiens	coagulation factor XI(F11)\
ENSG00000088930	22803	Homo sapiens	5'-3' exoribonuclease 2(XRN2)\
ENSG00000013374	51667	Homo sapiens	negative regulator of ubiquitin like proteins 1(NUB1)\
ENSG00000255587	401258	Homo sapiens	RAB44, member RAS oncogene family(RAB44)\
ENSG00000013375	5238	Homo sapiens	phosphoglucomutase 3(PGM3)\
ENSG00000255582	26534	Homo sapiens	olfactory receptor family 10 subfamily G member 2(OR10G2)\
ENSG00000278224	29964	Homo sapiens	prickle planar cell polarity protein 4(PRICKLE4)\
ENSG00000012048	672	Homo sapiens	BRCA1, DNA repair associated(BRCA1)\
ENSG00000050327	7984	Homo sapiens	Rho guanine nucleotide exchange factor 5(ARHGEF5)\
ENSG00000075624	60	Homo sapiens	actin beta(ACTB)\
ENSG00000075618	6624	Homo sapiens	fascin actin-bundling protein 1(FSCN1)\
ENSG00000254245	56112	Homo sapiens	protocadherin gamma subfamily A, 3(PCDHGA3)\
ENSG00000076924	56949	Homo sapiens	XPA binding protein 2(XAB2)\
ENSG00000111816	2444	Homo sapiens	fyn related Src family tyrosine kinase(FRK)\
ENSG00000024048	23304	Homo sapiens	ubiquitin protein ligase E3 component n-recognin 2(UBR2)\
ENSG00000013392	112611	Homo sapiens	RWD domain containing 2A(RWDD2A)\
ENSG00000012061	2067	Homo sapiens	ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)\
ENSG00000111802	51567	Homo sapiens	tyrosyl-DNA phosphodiesterase 2(TDP2)\
ENSG00000111801	10384	Homo sapiens	butyrophilin subfamily 3 member A3(BTN3A3)\
ENSG00000076928	100505585	Homo sapiens	uncharacterized LOC100505585(LOC100505585)\
ENSG00000099625	255057	Homo sapiens	CACN beta subunit associated regulatory protein(CBARP)\
ENSG00000099622	1153	Homo sapiens	cold inducible RNA binding protein(CIRBP)\
ENSG00000076984	5609	Homo sapiens	mitogen-activated protein kinase kinase 7(MAP2K7)\
ENSG00000099624	513	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(ATP5D)\
ENSG00000242221	5670	Homo sapiens	pregnancy specific beta-1-glycoprotein 2(PSG2)\
ENSG00000075651	5337	Homo sapiens	phospholipase D1(PLD1)\
ENSG00000036054	55773	Homo sapiens	TBC1 domain family member 23(TBC1D23)\
ENSG00000242220	140290	Homo sapiens	t-complex 10-like(TCP10L)\
ENSG00000256870	160728	Homo sapiens	solute carrier family 5 member 8(SLC5A8)\
ENSG00000074319	7251	Homo sapiens	tumor susceptibility 101(TSG101)\
ENSG00000048028	57646	Homo sapiens	ubiquitin specific peptidase 28(USP28)\
ENSG00000073008	5817	Homo sapiens	poliovirus receptor(PVR)\
ENSG00000099617	1943	Homo sapiens	ephrin A2(EFNA2)\
ENSG00000243566	105375355	Homo sapiens	uroplakin-3b(LOC105375355)\
ENSG00000254206	728888	Homo sapiens	nuclear pore complex interacting protein family member B11(NPIPB11)\
ENSG00000008086	6792	Homo sapiens	cyclin dependent kinase like 5(CDKL5)\
ENSG00000086300	29887	Homo sapiens	sorting nexin 10(SNX10)\
ENSG00000008083	3720	Homo sapiens	jumonji and AT-rich interaction domain containing 2(JARID2)\
ENSG00000242247	26286	Homo sapiens	ADP ribosylation factor GTPase activating protein 3(ARFGAP3)\
ENSG00000064989	10203	Homo sapiens	calcitonin receptor like receptor(CALCRL)\
ENSG00000048052	9734	Homo sapiens	histone deacetylase 9(HDAC9)\
ENSG00000050344	9603	Homo sapiens	nuclear factor, erythroid 2 like 3(NFE2L3)\
ENSG00000256892	100288485	Homo sapiens	MT-RNR2-like 7(MTRNR2L7)\
ENSG00000255561	91893	Homo sapiens	ferredoxin-fold anticodon binding domain containing 1(FDXACB1)\
ENSG00000074317	6620	Homo sapiens	synuclein beta(SNCB)\
ENSG00000075643	55034	Homo sapiens	molybdenum cofactor sulfurase(MOCOS)\
ENSG00000242259	128977	Homo sapiens	chromosome 22 open reading frame 39(C22orf39)\
ENSG00000064995	6882	Homo sapiens	TATA-box binding protein associated factor 11(TAF11)\
ENSG00000267534	9294	Homo sapiens	sphingosine-1-phosphate receptor 2(S1PR2)\
ENSG00000242252	632	Homo sapiens	bone gamma-carboxyglutamate protein(BGLAP)\
ENSG00000064999	23294	Homo sapiens	ankyrin repeat and sterile alpha motif domain containing 1A(ANKS1A)\
ENSG00000255559	286103	Homo sapiens	ZNF252P antisense RNA 1(ZNF252P-AS1)\
ENSG00000254221	56104	Homo sapiens	protocadherin gamma subfamily B, 1(PCDHGB1)\
ENSG00000063660	2817	Homo sapiens	glypican 1(GPC1)\
ENSG00000097007	25	Homo sapiens	ABL proto-oncogene 1, non-receptor tyrosine kinase(ABL1)\
ENSG00000229212	101929479	Homo sapiens	golgin subfamily A member 2(LOC101929479)\
ENSG00000008056	6853	Homo sapiens	synapsin I(SYN1)\
ENSG00000157191	55707	Homo sapiens	NECAP endocytosis associated 2(NECAP2)\
ENSG00000157193	7804	Homo sapiens	LDL receptor related protein 8(LRP8)\
ENSG00000206579	114786	Homo sapiens	XK related 4(XKR4)\
ENSG00000255501	59082	Homo sapiens	caspase recruitment domain family member 18(CARD18)\
ENSG00000243509	8771	Homo sapiens	TNF receptor superfamily member 6b(TNFRSF6B)\
ENSG00000206562	131965	Homo sapiens	methyltransferase like 6(METTL6)\
ENSG00000074370	489	Homo sapiens	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3(ATP2A3)\
ENSG00000206560	23243	Homo sapiens	ankyrin repeat domain 28(ANKRD28)\
ENSG00000206561	8292	Homo sapiens	collagen like tail subunit of asymmetric acetylcholinesterase(COLQ)\
ENSG00000157181	54953	Homo sapiens	chromosome 1 open reading frame 27(C1orf27)\
ENSG00000157184	1376	Homo sapiens	carnitine palmitoyltransferase 2(CPT2)\
ENSG00000205238	441273	Homo sapiens	speedy/RINGO cell cycle regulator family member E2(SPDYE2)\
ENSG00000160703	79671	Homo sapiens	NLR family member X1(NLRX1)\
ENSG00000145192	197	Homo sapiens	alpha 2-HS glycoprotein(AHSG)\
ENSG00000145191	8893	Homo sapiens	eukaryotic translation initiation factor 2B subunit epsilon(EIF2B5)\
ENSG00000145194	9718	Homo sapiens	endothelin converting enzyme 2(ECE2)\
ENSG00000267508	26974	Homo sapiens	zinc finger protein 285(ZNF285)\
ENSG00000205221	5212	Homo sapiens	vitrin(VIT)\
ENSG00000075673	479	Homo sapiens	ATPase H+/K+ transporting non-gastric alpha2 subunit(ATP12A)\
ENSG00000205220	5699	Homo sapiens	proteasome subunit beta 10(PSMB10)\
ENSG00000255529	81488	Homo sapiens	RNA polymerase II subunit M(POLR2M)\
ENSG00000206559	152098	Homo sapiens	zinc finger CW-type and PWWP domain containing 2(ZCWPW2)\
ENSG00000206557	131405	Homo sapiens	tripartite motif containing 71(TRIM71)\
ENSG00000255524	728734	Homo sapiens	nuclear pore complex interacting protein family member B8(NPIPB8)\
ENSG00000255526	100528064	Homo sapiens	NEDD8-MDP1 readthrough(NEDD8-MDP1)\
ENSG00000145198	90113	Homo sapiens	von Willebrand factor A domain containing 5B2(VWA5B2)\
ENSG00000088992	54997	Homo sapiens	tescalcin(TESC)\
ENSG00000160710	103	Homo sapiens	adenosine deaminase, RNA specific(ADAR)\
ENSG00000160714	55585	Homo sapiens	ubiquitin conjugating enzyme E2 Q1(UBE2Q1)\
ENSG00000160712	3570	Homo sapiens	interleukin 6 receptor(IL6R)\
ENSG00000074356	55421	Homo sapiens	nuclear cap binding subunit 3(NCBP3)\
ENSG00000160716	1141	Homo sapiens	cholinergic receptor nicotinic beta 2 subunit(CHRNB2)\
ENSG00000158497	57824	Homo sapiens	histocompatibility minor HB-1(HMHB1)\
ENSG00000205212	339184	Homo sapiens	coiled-coil domain containing 144 family, N-terminal like(CCDC144NL)\
ENSG00000157168	3084	Homo sapiens	neuregulin 1(NRG1)\
ENSG00000243543	140870	Homo sapiens	WAP four-disulfide core domain 6(WFDC6)\
ENSG00000206549	29122	Homo sapiens	protease, serine 50(PRSS50)\
ENSG00000088986	8655	Homo sapiens	dynein light chain LC8-type 1(DYNLL1)\
ENSG00000205213	55366	Homo sapiens	leucine rich repeat containing G protein-coupled receptor 4(LGR4)\
ENSG00000050393	63933	Homo sapiens	mitochondrial calcium uniporter regulator 1(MCUR1)\
ENSG00000062370	7771	Homo sapiens	zinc finger protein 112(ZNF112)\
ENSG00000158485	910	Homo sapiens	CD1b molecule(CD1B)\
ENSG00000158486	55567	Homo sapiens	dynein axonemal heavy chain 3(DNAH3)\
ENSG00000158488	913	Homo sapiens	CD1e molecule(CD1E)\
ENSG00000097046	8317	Homo sapiens	cell division cycle 7(CDC7)\
ENSG00000008018	5689	Homo sapiens	proteasome subunit beta 1(PSMB1)\
ENSG00000158480	9825	Homo sapiens	spermatogenesis associated 2(SPATA2)\
ENSG00000158481	911	Homo sapiens	CD1c molecule(CD1C)\
ENSG00000157150	7079	Homo sapiens	TIMP metallopeptidase inhibitor 4(TIMP4)\
ENSG00000157152	6854	Homo sapiens	synapsin II(SYN2)\
ENSG00000158483	55199	Homo sapiens	family with sequence similarity 86 member C1(FAM86C1)\
ENSG00000184702	100526833	Homo sapiens	SEPT5-GP1BB readthrough(SEPT5-GP1BB)\
ENSG00000085063	966	Homo sapiens	CD59 molecule(CD59)\
ENSG00000158477	909	Homo sapiens	CD1a molecule(CD1A)\
ENSG00000205277	10071	Homo sapiens	mucin 12, cell surface associated(MUC12)\
ENSG00000097033	51100	Homo sapiens	SH3 domain containing GRB2 like endophilin B1(SH3GLB1)\
ENSG00000232838	100303755	Homo sapiens	PET117 homolog(PET117)\
ENSG00000172716	91607	Homo sapiens	schlafen family member 11(SLFN11)\
ENSG00000009335	9690	Homo sapiens	ubiquitin protein ligase E3C(UBE3C)\
ENSG00000158470	9334	Homo sapiens	beta-1,4-galactosyltransferase 5(B4GALT5)\
ENSG00000133195	201266	Homo sapiens	solute carrier family 39 member 11(SLC39A11)\
ENSG00000205279	613212	Homo sapiens	cortexin 3(CTXN3)\
ENSG00000231500	6222	Homo sapiens	ribosomal protein S18(RPS18)\
ENSG00000172717	161142	Homo sapiens	family with sequence similarity 71 member D(FAM71D)\
ENSG00000158473	912	Homo sapiens	CD1d molecule(CD1D)\
ENSG00000133193	84923	Homo sapiens	family with sequence similarity 104 member A(FAM104A)\
ENSG00000160741	200186	Homo sapiens	CREB regulated transcription coactivator 2(CRTC2)\
ENSG00000160746	55129	Homo sapiens	anoctamin 10(ANO10)\
ENSG00000184716	619189	Homo sapiens	serine incorporator 4(SERINC4)\
ENSG00000184719	55328	Homo sapiens	renalase, FAD dependent amine oxidase(RNLS)\
ENSG00000171401	3860	Homo sapiens	keratin 13(KRT13)\
ENSG00000133169	55859	Homo sapiens	brain expressed X-linked 1(BEX1)\
ENSG00000158467	23382	Homo sapiens	adenosylhomocysteinase like 2(AHCYL2)\
ENSG00000196700	57473	Homo sapiens	zinc finger protein 512B(ZNF512B)\
ENSG00000220891	648691	Homo sapiens	uncharacterized LOC648691(LL22NC03-63E9.3)\
ENSG00000172733	29942	Homo sapiens	purine rich element binding protein G(PURG)\
ENSG00000171403	3857	Homo sapiens	keratin 9(KRT9)\
ENSG00000172731	55222	Homo sapiens	leucine rich repeat containing 20(LRRC20)\
ENSG00000171402	170626	Homo sapiens	X antigen family member 3(XAGE3)\
ENSG00000073050	7515	Homo sapiens	X-ray repair cross complementing 1(XRCC1)\
ENSG00000097021	11332	Homo sapiens	acyl-CoA thioesterase 7(ACOT7)\
ENSG00000172732	80198	Homo sapiens	MUS81 structure-specific endonuclease subunit(MUS81)\
ENSG00000172724	6363	Homo sapiens	C-C motif chemokine ligand 19(CCL19)\
ENSG00000172725	57175	Homo sapiens	coronin 1B(CORO1B)\
ENSG00000205269	100113407	Homo sapiens	transmembrane protein 170B(TMEM170B)\
ENSG00000205268	5150	Homo sapiens	phosphodiesterase 7A(PDE7A)\
ENSG00000256812	84290	Homo sapiens	calpain small subunit 2(CAPNS2)\
ENSG00000172728	84750	Homo sapiens	fucosyltransferase 10(FUT10)\
ENSG00000134490	85019	Homo sapiens	transmembrane protein 241(TMEM241)\
ENSG00000157131	731	Homo sapiens	complement C8 alpha chain(C8A)\
ENSG00000159792	5681	Homo sapiens	protein serine kinase H1(PSKH1)\
ENSG00000184724	337966	Homo sapiens	keratin associated protein 6-1(KRTAP6-1)\
ENSG00000160753	23623	Homo sapiens	RUN and SH3 domain containing 1(RUSC1)\
ENSG00000160752	2224	Homo sapiens	farnesyl diphosphate synthase(FDPS)\
ENSG00000184708	56478	Homo sapiens	eukaryotic translation initiation factor 4E nuclear import factor 1(EIF4ENIF1)\
ENSG00000217236	100131390	Homo sapiens	Sp9 transcription factor(SP9)\
ENSG00000073067	54905	Homo sapiens	cytochrome P450 family 2 subfamily W member 1(CYP2W1)\
ENSG00000184709	389816	Homo sapiens	leucine rich repeat containing 26(LRRC26)\
ENSG00000159784	9715	Homo sapiens	family with sequence similarity 131 member B(FAM131B)\
ENSG00000073060	949	Homo sapiens	scavenger receptor class B member 1(SCARB1)\
ENSG00000205250	1874	Homo sapiens	E2F transcription factor 4(E2F4)\
ENSG00000159788	6002	Homo sapiens	regulator of G-protein signaling 12(RGS12)\
ENSG00000158457	340348	Homo sapiens	tetraspanin 33(TSPAN33)\
ENSG00000158458	9542	Homo sapiens	neuregulin 2(NRG2)\
ENSG00000172742	390199	Homo sapiens	olfactory receptor family 4 subfamily D member 9(OR4D9)\
ENSG00000232859	201229	Homo sapiens	LYR motif containing 9(LYRM9)\
ENSG00000171405	170627	Homo sapiens	X antigen family member 5(XAGE5)\
ENSG00000172738	221468	Homo sapiens	transmembrane protein 217(TMEM217)\
ENSG00000171408	27115	Homo sapiens	phosphodiesterase 7B(PDE7B)\
ENSG00000146476	79624	Homo sapiens	acidic residue methyltransferase 1(ARMT1)\
ENSG00000232850	389791	Homo sapiens	PTGES2 antisense RNA 1 (head to head)(PTGES2-AS1)\
ENSG00000160766	2630	Homo sapiens	glucosylceramidase beta pseudogene 1(GBAP1)\
ENSG00000145147	9353	Homo sapiens	slit guidance ligand 2(SLIT2)\
ENSG00000146477	6581	Homo sapiens	solute carrier family 22 member 3(SLC22A3)\
ENSG00000183527	8624	Homo sapiens	proteasome assembly chaperone 1(PSMG1)\
ENSG00000184857	25880	Homo sapiens	transmembrane protein 186(TMEM186)\
ENSG00000160888	9592	Homo sapiens	immediate early response 2(IER2)\
ENSG00000121281	113	Homo sapiens	adenylate cyclase 7(ADCY7)\
ENSG00000134595	6658	Homo sapiens	SRY-box 3(SOX3)\
ENSG00000169220	10636	Homo sapiens	regulator of G-protein signaling 14(RGS14)\
ENSG00000171540	23440	Homo sapiens	orthopedia homeobox(OTP)\
ENSG00000009307	7812	Homo sapiens	cold shock domain containing E1(CSDE1)\
ENSG00000133265	23640	Homo sapiens	HSPA (Hsp70) binding protein 1(HSPBP1)\
ENSG00000134594	9363	Homo sapiens	RAB33A, member RAS oncogene family(RAB33A)\
ENSG00000196843	10865	Homo sapiens	AT-rich interaction domain 5A(ARID5A)\
ENSG00000196844	399967	Homo sapiens	prostate and testis expressed 2(PATE2)\
ENSG00000134597	51634	Homo sapiens	RNA binding motif protein, X-linked 2(RBMX2)\
ENSG00000170214	147	Homo sapiens	adrenoceptor alpha 1B(ADRA1B)\
ENSG00000000971	3075	Homo sapiens	complement factor H(CFH)\
ENSG00000159899	4882	Homo sapiens	natriuretic peptide receptor 2(NPR2)\
ENSG00000172869	1657	Homo sapiens	Dmx like 1(DMXL1)\
ENSG00000169228	53917	Homo sapiens	RAB24, member RAS oncogene family(RAB24)\
ENSG00000172867	3849	Homo sapiens	keratin 2(KRT2)\
ENSG00000196839	100	Homo sapiens	adenosine deaminase(ADA)\
ENSG00000169224	148823	Homo sapiens	germinal center associated signaling and motility like(GCSAML)\
ENSG00000169223	10960	Homo sapiens	lectin, mannose binding 2(LMAN2)\
ENSG00000170209	255239	Homo sapiens	ankyrin repeat and kinase domain containing 1(ANKK1)\
ENSG00000158560	1780	Homo sapiens	dynein cytoplasmic 1 intermediate chain 1(DYNC1I1)\
ENSG00000205403	3426	Homo sapiens	complement factor I(CFI)\
ENSG00000134590	8933	Homo sapiens	family with sequence similarity 127 member A(FAM127A)\
ENSG00000169221	26000	Homo sapiens	TBC1 domain family member 10B(TBC1D10B)\
ENSG00000183530	253143	Homo sapiens	proline rich 14 like(PRR14L)\
ENSG00000184860	93517	Homo sapiens	short chain dehydrogenase/reductase family 42E, member 1(SDR42E1)\
ENSG00000184863	155435	Homo sapiens	RNA binding motif protein 33(RBM33)\
ENSG00000205409	390078	Homo sapiens	olfactory receptor family 52 subfamily E member 6(OR52E6)\
ENSG00000121289	84902	Homo sapiens	centrosomal protein 89(CEP89)\
ENSG00000146587	57786	Homo sapiens	RB associated KRAB zinc finger(RBAK)\
ENSG00000184867	9823	Homo sapiens	armadillo repeat containing, X-linked 2(ARMCX2)\
ENSG00000133275	1455	Homo sapiens	casein kinase 1 gamma 2(CSNK1G2)\
ENSG00000169231	7059	Homo sapiens	thrombospondin 3(THBS3)\
ENSG00000171551	9427	Homo sapiens	endothelin converting enzyme like 1(ECEL1)\
ENSG00000159882	7773	Homo sapiens	zinc finger protein 230(ZNF230)\
ENSG00000169230	27166	Homo sapiens	PRELI domain containing 1(PRELID1)\
ENSG00000158552	130617	Homo sapiens	zinc finger AN1-type containing 2B(ZFAND2B)\
ENSG00000159885	7673	Homo sapiens	zinc finger protein 222(ZNF222)\
ENSG00000170222	56985	Homo sapiens	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent(ADPRM)\
ENSG00000158553	94026	Homo sapiens	POM121 transmembrane nucleoporin like 2(POM121L2)\
ENSG00000171552	598	Homo sapiens	BCL2 like 1(BCL2L1)\
